BioSample Accession,BAKTA,size,contigs_orig,MIC
SAMEA7525164,atb.bakta.r0.2.batch.342.tar.xz,4337989,195,0.5
SAMEA7563258,atb.bakta.r0.2.batch.346.tar.xz,4268943,144,0.5
SAMEA7525995,atb.bakta.r0.2.batch.342.tar.xz,4296867,114,0.06
SAMEA7544126,atb.bakta.r0.2.batch.343.tar.xz,4335724,119,0.5
SAMEA104362310,atb.bakta.r0.2.batch.350.tar.xz,4236022,88,0.25
SAMEA7541772,atb.bakta.r0.2.batch.343.tar.xz,4336265,112,0.5
SAMEA7544321,atb.bakta.r0.2.batch.343.tar.xz,4375426,80,1.0
SAMEA7560923,atb.bakta.r0.2.batch.346.tar.xz,4354382,96,0.5
SAMEA7544699,atb.bakta.r0.2.batch.343.tar.xz,4350504,100,0.25
SAMEA7555758,atb.bakta.r0.2.batch.345.tar.xz,4341015,96,0.25
SAMEA7561058,atb.bakta.r0.2.batch.346.tar.xz,4347527,105,0.12
SAMEA7526305,atb.bakta.r0.2.batch.342.tar.xz,4367772,121,0.5
SAMEA7543900,atb.bakta.r0.2.batch.343.tar.xz,4349142,97,0.5
SAMEA7541410,atb.bakta.r0.2.batch.343.tar.xz,4323785,106,0.5
SAMEA7555800,atb.bakta.r0.2.batch.345.tar.xz,4333981,128,0.25
SAMEA7546536,atb.bakta.r0.2.batch.343.tar.xz,4043819,714,0.25
SAMEA1102338,atb.bakta.r0.2.batch.334.tar.xz,4324176,144,0.25
SAMEA7555901,atb.bakta.r0.2.batch.345.tar.xz,4365604,87,0.25
SAMEA7561412,atb.bakta.r0.2.batch.346.tar.xz,4301403,138,0.5
SAMEA7544067,atb.bakta.r0.2.batch.642_b.tar.xz,4369294,77,1.0
SAMEA7547253,atb.bakta.r0.2.batch.344.tar.xz,4330600,100,0.5
SAMEA7555927,atb.bakta.r0.2.batch.345.tar.xz,4353077,90,0.5
SAMEA7542143,atb.bakta.r0.2.batch.343.tar.xz,4367158,83,0.5
SAMEA7564153,atb.bakta.r0.2.batch.643_c.tar.xz,4309208,172,0.25
SAMEA7563202,atb.bakta.r0.2.batch.346.tar.xz,4299586,158,0.5
SAMEA7526626,atb.bakta.r0.2.batch.342.tar.xz,4385111,77,0.06
SAMEA7526596,atb.bakta.r0.2.batch.342.tar.xz,4371995,97,0.5
SAMEA7543934,atb.bakta.r0.2.batch.343.tar.xz,4319558,97,0.5
SAMEA7526347,atb.bakta.r0.2.batch.342.tar.xz,4344665,108,0.06
SAMEA7555804,atb.bakta.r0.2.batch.345.tar.xz,4313786,139,0.25
SAMEA8719056,atb.bakta.r0.2.batch.347.tar.xz,4293443,129,0.5
SAMEA104362242,atb.bakta.r0.2.batch.350.tar.xz,4329364,115,0.5
SAMN05918768,,4394267,3,0.25
SAMEA7544702,atb.bakta.r0.2.batch.343.tar.xz,4343239,91,0.12
SAMEA7561512,atb.bakta.r0.2.batch.346.tar.xz,4254096,127,0.06
SAMEA5570042,atb.bakta.r0.2.batch.340.tar.xz,4370153,82,0.5
SAMN05918571,,4404693,9,0.25
SAMEA7541791,atb.bakta.r0.2.batch.343.tar.xz,4339597,102,0.5
SAMEA7545533,atb.bakta.r0.2.batch.343.tar.xz,4342070,100,0.5
SAMEA5569899,atb.bakta.r0.2.batch.340.tar.xz,4324103,138,0.5
SAMEA7526454,atb.bakta.r0.2.batch.342.tar.xz,4366273,90,0.06
SAMEA7560654,atb.bakta.r0.2.batch.346.tar.xz,4340440,107,0.25
SAMEA7542053,atb.bakta.r0.2.batch.343.tar.xz,4351059,87,0.5
SAMEA7524805,,4383886,89,0.25
SAMEA1101756,atb.bakta.r0.2.batch.334.tar.xz,4302609,181,0.25
SAMN05918575,,4351413,3,0.25
SAMEA8742453,atb.bakta.r0.2.batch.347.tar.xz,4336057,90,0.5
SAMEA7563650,atb.bakta.r0.2.batch.346.tar.xz,4352974,108,0.25
SAMEA7561614,atb.bakta.r0.2.batch.346.tar.xz,4285572,146,0.25
SAMEA7524973,atb.bakta.r0.2.batch.342.tar.xz,4287827,139,0.125
SAMEA7545514,atb.bakta.r0.2.batch.343.tar.xz,4352536,91,0.5
SAMEA1101619,atb.bakta.r0.2.batch.334.tar.xz,4289886,135,0.25
SAMEA7541433,atb.bakta.r0.2.batch.343.tar.xz,4323718,116,0.5
SAMEA104362278,atb.bakta.r0.2.batch.350.tar.xz,4346359,87,0.25
SAMEA7526057,atb.bakta.r0.2.batch.342.tar.xz,4347139,103,0.03
SAMEA7545458,atb.bakta.r0.2.batch.343.tar.xz,4317234,112,0.5
SAMEA7546355,atb.bakta.r0.2.batch.343.tar.xz,4114351,668,0.5
SAMEA7525447,atb.bakta.r0.2.batch.342.tar.xz,4288618,192,0.06
SAMEA7563083,atb.bakta.r0.2.batch.346.tar.xz,4331594,103,0.25
SAMEA7526388,atb.bakta.r0.2.batch.342.tar.xz,4363274,89,2.0
SAMEA7525200,atb.bakta.r0.2.batch.342.tar.xz,4296451,114,0.25
SAMN05918557,,4418848,17,0.25
SAMEA7562480,atb.bakta.r0.2.batch.346.tar.xz,4277231,135,0.12
SAMEA7546258,atb.bakta.r0.2.batch.343.tar.xz,4352865,81,0.5
SAMEA7544124,atb.bakta.r0.2.batch.343.tar.xz,4333991,90,1.0
SAMEA7544636,atb.bakta.r0.2.batch.343.tar.xz,4373972,80,0.25
SAMEA7525669,atb.bakta.r0.2.batch.342.tar.xz,4289427,165,1.0
SAMEA7555936,atb.bakta.r0.2.batch.345.tar.xz,4319626,103,0.5
SAMEA104362455,atb.bakta.r0.2.batch.350.tar.xz,3903007,685,0.5
SAMEA8718720,atb.bakta.r0.2.batch.347.tar.xz,4327300,122,0.5
SAMEA7561148,atb.bakta.r0.2.batch.346.tar.xz,4336115,94,0.25
SAMEA7563259,atb.bakta.r0.2.batch.346.tar.xz,4326635,123,0.5
SAMEA7562375,atb.bakta.r0.2.batch.346.tar.xz,4314628,148,0.25
SAMEA7542139,atb.bakta.r0.2.batch.343.tar.xz,4354266,86,1.0
SAMEA7541683,atb.bakta.r0.2.batch.343.tar.xz,4334885,99,0.5
SAMEA7541639,atb.bakta.r0.2.batch.343.tar.xz,4325061,93,1.0
SAMEA7546346,atb.bakta.r0.2.batch.343.tar.xz,3925281,903,0.25
SAMEA7525793,atb.bakta.r0.2.batch.342.tar.xz,4343007,105,0.5
SAMEA7560744,atb.bakta.r0.2.batch.346.tar.xz,4340690,104,0.25
SAMEA7525325,atb.bakta.r0.2.batch.342.tar.xz,4350874,140,0.125
SAMEA7547622,atb.bakta.r0.2.batch.344.tar.xz,4235646,236,0.25
SAMEA7545222,atb.bakta.r0.2.batch.343.tar.xz,4349100,97,1.0
SAMEA7526667,atb.bakta.r0.2.batch.342.tar.xz,4367469,81,0.06
SAMEA7526927,atb.bakta.r0.2.batch.342.tar.xz,4378782,89,0.25
SAMEA7545228,atb.bakta.r0.2.batch.343.tar.xz,4335466,83,0.12
SAMEA5569913,atb.bakta.r0.2.batch.340.tar.xz,4352568,85,0.5
SAMEA7560915,atb.bakta.r0.2.batch.346.tar.xz,4369947,105,0.25
SAMEA7526361,atb.bakta.r0.2.batch.342.tar.xz,4342222,109,1.0
SAMEA104362172,,4173668,286,0.5
SAMEA7525082,atb.bakta.r0.2.batch.342.tar.xz,4351801,105,1.0
SAMEA7560857,atb.bakta.r0.2.batch.346.tar.xz,4315623,115,0.5
SAMEA7555993,atb.bakta.r0.2.batch.345.tar.xz,4342810,113,0.25
SAMN06094085,,4385143,34,4.0
SAMEA7562331,atb.bakta.r0.2.batch.346.tar.xz,4291187,137,0.5
SAMEA5569920,atb.bakta.r0.2.batch.340.tar.xz,4354488,81,0.5
SAMEA7541530,atb.bakta.r0.2.batch.343.tar.xz,4333883,113,1.0
SAMEA5569946,atb.bakta.r0.2.batch.340.tar.xz,4311446,79,0.5
SAMEA104362263,atb.bakta.r0.2.batch.350.tar.xz,4344466,109,0.25
SAMEA7525876,atb.bakta.r0.2.batch.342.tar.xz,4366911,100,0.25
SAMEA7542107,atb.bakta.r0.2.batch.343.tar.xz,4339770,92,1.0
SAMEA7543881,atb.bakta.r0.2.batch.343.tar.xz,4332094,103,0.5
SAMEA7560914,atb.bakta.r0.2.batch.346.tar.xz,4207144,163,0.12
SAMEA7526447,atb.bakta.r0.2.batch.342.tar.xz,4377357,100,0.5
SAMEA7562587,atb.bakta.r0.2.batch.346.tar.xz,4325728,137,0.5
SAMN05916432,,4404099,16,0.25
SAMEA7545796,atb.bakta.r0.2.batch.343.tar.xz,3519585,894,0.5
SAMEA7543953,atb.bakta.r0.2.batch.343.tar.xz,4333578,92,0.5
SAMEA7561593,atb.bakta.r0.2.batch.346.tar.xz,4283640,152,0.25
SAMEA8718473,atb.bakta.r0.2.batch.347.tar.xz,4330361,98,1.0
SAMEA7525998,atb.bakta.r0.2.batch.342.tar.xz,4355960,122,0.5
SAMEA7544427,atb.bakta.r0.2.batch.343.tar.xz,4341757,103,0.25
SAMEA7541844,atb.bakta.r0.2.batch.343.tar.xz,4295435,84,1.0
SAMEA7547029,atb.bakta.r0.2.batch.344.tar.xz,3688511,873,0.5
SAMEA5569626,atb.bakta.r0.2.batch.340.tar.xz,4342870,97,0.5
SAMEA7546606,atb.bakta.r0.2.batch.343.tar.xz,4347702,98,0.12
SAMEA7560832,atb.bakta.r0.2.batch.346.tar.xz,4315453,135,0.5
SAMEA7545640,atb.bakta.r0.2.batch.343.tar.xz,4172562,354,0.5
SAMEA7546748,atb.bakta.r0.2.batch.343.tar.xz,4232067,107,0.5
SAMEA7524899,,4353201,178,0.5
SAMEA7562150,atb.bakta.r0.2.batch.346.tar.xz,4313239,158,0.5
SAMEA7526702,atb.bakta.r0.2.batch.342.tar.xz,4347210,98,0.25
SAMEA7526461,atb.bakta.r0.2.batch.342.tar.xz,4350755,86,0.125
SAMEA7546804,atb.bakta.r0.2.batch.343.tar.xz,4235265,207,0.12
SAMEA7563376,atb.bakta.r0.2.batch.346.tar.xz,4336101,132,0.25
SAMEA7525438,atb.bakta.r0.2.batch.342.tar.xz,4277241,166,1.0
SAMEA104362127,atb.bakta.r0.2.batch.350.tar.xz,4281806,117,0.5
SAMEA7562845,atb.bakta.r0.2.batch.346.tar.xz,4322884,148,0.12
SAMEA8742545,atb.bakta.r0.2.batch.347.tar.xz,4328638,106,0.5
SAMEA8719048,atb.bakta.r0.2.batch.347.tar.xz,4250131,169,1.0
SAMEA7541581,atb.bakta.r0.2.batch.343.tar.xz,4299530,115,0.5
SAMEA7546875,atb.bakta.r0.2.batch.343.tar.xz,4121381,758,0.5
SAMEA7546359,atb.bakta.r0.2.batch.343.tar.xz,4040143,786,0.5
SAMEA7543927,atb.bakta.r0.2.batch.343.tar.xz,4347720,86,1.0
SAMEA104362476,atb.bakta.r0.2.batch.350.tar.xz,4236216,194,0.5
SAMEA7561525,atb.bakta.r0.2.batch.346.tar.xz,4276659,131,0.25
SAMEA7526142,atb.bakta.r0.2.batch.342.tar.xz,4364535,91,1.0
SAMEA7555949,atb.bakta.r0.2.batch.345.tar.xz,4363326,102,0.25
SAMEA7525011,atb.bakta.r0.2.batch.342.tar.xz,4384081,112,0.5
SAMEA7541860,atb.bakta.r0.2.batch.343.tar.xz,4336666,103,0.5
SAMEA7525180,atb.bakta.r0.2.batch.342.tar.xz,4340517,138,0.5
SAMN05918563,,4398214,9,0.25
SAMEA7563306,atb.bakta.r0.2.batch.346.tar.xz,4280117,230,0.25
SAMEA104362374,atb.bakta.r0.2.batch.350.tar.xz,4243332,93,0.5
SAMEA8718701,atb.bakta.r0.2.batch.347.tar.xz,4343236,97,0.25
SAMEA7526494,atb.bakta.r0.2.batch.342.tar.xz,4346150,72,1.0
SAMEA104362364,atb.bakta.r0.2.batch.350.tar.xz,4289480,108,0.5
SAMEA7555963,atb.bakta.r0.2.batch.345.tar.xz,4360084,105,0.25
SAMEA5569731,atb.bakta.r0.2.batch.340.tar.xz,4025853,584,0.5
SAMEA7545555,atb.bakta.r0.2.batch.343.tar.xz,4198486,267,0.5
SAMEA7525503,atb.bakta.r0.2.batch.342.tar.xz,4330856,157,0.25
SAMEA7563578,atb.bakta.r0.2.batch.346.tar.xz,4345409,111,0.25
SAMEA7560580,atb.bakta.r0.2.batch.642_b.tar.xz,4344630,102,1.0
SAMEA7525568,atb.bakta.r0.2.batch.342.tar.xz,3994374,797,0.25
SAMEA7546226,atb.bakta.r0.2.batch.343.tar.xz,4349553,88,1.0
SAMN05915259,,4390116,9,0.5
SAMEA7563318,atb.bakta.r0.2.batch.642_b.tar.xz,4285136,140,0.25
SAMEA8742616,atb.bakta.r0.2.batch.347.tar.xz,4344503,129,0.5
SAMEA7546401,atb.bakta.r0.2.batch.343.tar.xz,4305695,87,0.25
SAMEA7560771,atb.bakta.r0.2.batch.346.tar.xz,4352440,135,0.12
SAMEA8718483,atb.bakta.r0.2.batch.347.tar.xz,4329936,89,0.5
SAMEA8741255,atb.bakta.r0.2.batch.347.tar.xz,4290973,150,0.5
SAMEA7525804,atb.bakta.r0.2.batch.342.tar.xz,4318933,114,0.5
SAMEA7526570,atb.bakta.r0.2.batch.342.tar.xz,4317104,163,0.125
SAMEA7542301,atb.bakta.r0.2.batch.343.tar.xz,4348531,86,4.0
SAMEA7562582,atb.bakta.r0.2.batch.346.tar.xz,4323122,126,0.25
SAMEA7560700,atb.bakta.r0.2.batch.346.tar.xz,4333003,89,0.25
SAMEA7560861,atb.bakta.r0.2.batch.346.tar.xz,4373243,96,0.5
SAMEA7547514,atb.bakta.r0.2.batch.344.tar.xz,4298825,100,0.5
SAMEA1102647,atb.bakta.r0.2.batch.638_a.tar.xz,4305487,137,0.25
SAMEA7526486,atb.bakta.r0.2.batch.342.tar.xz,4331561,129,0.5
SAMEA8718727,atb.bakta.r0.2.batch.347.tar.xz,4321702,137,0.5
SAMEA7524760,,4361171,105,0.5
SAMEA7545356,atb.bakta.r0.2.batch.343.tar.xz,4251066,159,0.5
SAMEA7562527,atb.bakta.r0.2.batch.346.tar.xz,4345671,77,0.5
SAMEA7546446,atb.bakta.r0.2.batch.343.tar.xz,4358430,84,0.5
SAMEA7543987,atb.bakta.r0.2.batch.343.tar.xz,4350131,74,0.25
SAMEA8718607,atb.bakta.r0.2.batch.347.tar.xz,4320725,123,1.0
SAMEA8718469,atb.bakta.r0.2.batch.347.tar.xz,4245263,110,0.25
SAMEA7525715,atb.bakta.r0.2.batch.342.tar.xz,4318078,131,0.5
SAMEA8742622,atb.bakta.r0.2.batch.347.tar.xz,4342376,99,0.5
SAMEA7541645,atb.bakta.r0.2.batch.343.tar.xz,4315959,115,0.5
SAMEA7562620,atb.bakta.r0.2.batch.346.tar.xz,4329136,144,0.12
SAMEA7545613,atb.bakta.r0.2.batch.343.tar.xz,4228414,215,0.5
SAMEA7546128,atb.bakta.r0.2.batch.343.tar.xz,4217548,289,0.5
SAMEA7562210,atb.bakta.r0.2.batch.346.tar.xz,4275247,129,1.0
SAMEA7563786,atb.bakta.r0.2.batch.346.tar.xz,4371633,93,0.25
SAMEA7547522,atb.bakta.r0.2.batch.344.tar.xz,4332310,102,0.25
SAMEA7563196,atb.bakta.r0.2.batch.346.tar.xz,4336798,129,0.5
SAMEA7563968,atb.bakta.r0.2.batch.346.tar.xz,4329722,109,0.25
SAMN05916280,,4381845,9,0.25
SAMEA7562100,atb.bakta.r0.2.batch.346.tar.xz,4302531,153,1.0
SAMEA7563219,atb.bakta.r0.2.batch.346.tar.xz,4291304,175,0.5
SAMEA7564328,atb.bakta.r0.2.batch.346.tar.xz,4291711,125,0.25
SAMEA8742468,atb.bakta.r0.2.batch.347.tar.xz,4348910,102,0.5
SAMEA7546543,atb.bakta.r0.2.batch.343.tar.xz,4216775,259,0.25
SAMEA7562621,atb.bakta.r0.2.batch.346.tar.xz,4334818,120,0.5
SAMEA104362217,atb.bakta.r0.2.batch.350.tar.xz,4098344,445,0.5
SAMEA7526800,atb.bakta.r0.2.batch.342.tar.xz,4308865,125,0.03
SAMEA104362273,atb.bakta.r0.2.batch.350.tar.xz,4337891,96,0.5
SAMEA8719175,atb.bakta.r0.2.batch.347.tar.xz,4306274,112,1.0
SAMN05918647,,4400655,20,0.25
SAMN05915278,,4376323,6,0.25
SAMEA7563828,atb.bakta.r0.2.batch.346.tar.xz,4363776,100,0.12
SAMEA7562519,atb.bakta.r0.2.batch.346.tar.xz,4338296,136,0.25
SAMEA8742595,atb.bakta.r0.2.batch.347.tar.xz,4348603,74,1.0
SAMEA5570040,atb.bakta.r0.2.batch.340.tar.xz,4355455,81,0.5
SAMEA7526418,atb.bakta.r0.2.batch.342.tar.xz,4305049,155,2.0
SAMEA7560676,atb.bakta.r0.2.batch.346.tar.xz,4331565,94,1.0
SAMEA7563240,atb.bakta.r0.2.batch.346.tar.xz,4313088,154,0.5
SAMEA7547467,atb.bakta.r0.2.batch.344.tar.xz,4336168,97,0.5
SAMN05918691,,4411363,25,0.25
SAMEA7525574,atb.bakta.r0.2.batch.342.tar.xz,4347272,191,0.5
SAMEA7526474,atb.bakta.r0.2.batch.342.tar.xz,4346888,101,0.125
SAMEA8718643,atb.bakta.r0.2.batch.347.tar.xz,4334276,106,1.0
SAMN05918574,,4395860,1,0.25
SAMN05918633,,4391687,32,0.25
SAMEA7544532,atb.bakta.r0.2.batch.343.tar.xz,4341848,100,0.25
SAMEA7564087,atb.bakta.r0.2.batch.346.tar.xz,4287274,124,1.0
SAMEA5569689,atb.bakta.r0.2.batch.340.tar.xz,4347401,86,0.5
SAMEA7545339,atb.bakta.r0.2.batch.343.tar.xz,4260158,143,0.5
SAMEA7525227,atb.bakta.r0.2.batch.342.tar.xz,4294877,128,0.125
SAMEA7524906,atb.bakta.r0.2.batch.342.tar.xz,4311613,91,1.0
SAMEA7561128,atb.bakta.r0.2.batch.346.tar.xz,4343605,136,0.25
SAMEA8718680,atb.bakta.r0.2.batch.347.tar.xz,4341193,81,1.0
SAMEA7563749,atb.bakta.r0.2.batch.346.tar.xz,4335705,117,0.5
SAMEA7545572,atb.bakta.r0.2.batch.343.tar.xz,4067954,514,0.25
SAMEA8741939,atb.bakta.r0.2.batch.347.tar.xz,4354473,99,1.0
SAMEA7525425,atb.bakta.r0.2.batch.342.tar.xz,4302727,161,0.25
SAMEA7526260,atb.bakta.r0.2.batch.342.tar.xz,4360523,110,0.5
SAMEA7546533,atb.bakta.r0.2.batch.343.tar.xz,4031451,577,0.5
SAMEA7524956,atb.bakta.r0.2.batch.342.tar.xz,4362792,119,0.5
SAMEA7526279,atb.bakta.r0.2.batch.342.tar.xz,4370244,93,0.5
SAMEA7542359,atb.bakta.r0.2.batch.343.tar.xz,4349312,90,0.5
SAMEA7541773,atb.bakta.r0.2.batch.343.tar.xz,4321353,114,0.5
SAMEA7525078,atb.bakta.r0.2.batch.342.tar.xz,4356578,89,0.12
SAMEA7525751,atb.bakta.r0.2.batch.342.tar.xz,4285047,146,0.03
SAMEA7561423,atb.bakta.r0.2.batch.346.tar.xz,4308291,140,0.5
SAMEA7560939,atb.bakta.r0.2.batch.346.tar.xz,4347035,98,0.5
SAMEA7526768,atb.bakta.r0.2.batch.342.tar.xz,4374550,105,0.125
SAMEA8719068,atb.bakta.r0.2.batch.347.tar.xz,4320977,111,0.5
SAMEA7526342,atb.bakta.r0.2.batch.342.tar.xz,4341561,96,0.125
SAMEA7561611,atb.bakta.r0.2.batch.346.tar.xz,4300623,179,0.5
SAMEA7563346,atb.bakta.r0.2.batch.346.tar.xz,4331070,123,0.25
SAMEA7555931,atb.bakta.r0.2.batch.345.tar.xz,4343050,96,0.25
SAMEA8718468,atb.bakta.r0.2.batch.347.tar.xz,4332540,101,0.5
SAMEA7563276,atb.bakta.r0.2.batch.346.tar.xz,4307519,168,0.5
SAMEA7555934,atb.bakta.r0.2.batch.345.tar.xz,4327206,104,0.25
SAMEA7541826,atb.bakta.r0.2.batch.343.tar.xz,4380094,77,0.5
SAMEA7546440,atb.bakta.r0.2.batch.343.tar.xz,4357177,90,0.5
SAMEA7555812,atb.bakta.r0.2.batch.345.tar.xz,4327422,124,0.12
SAMEA7545362,atb.bakta.r0.2.batch.343.tar.xz,4152210,352,0.25
SAMEA8742096,atb.bakta.r0.2.batch.347.tar.xz,4333926,115,0.5
SAMEA7555844,atb.bakta.r0.2.batch.345.tar.xz,4367539,126,0.5
SAMEA7546019,atb.bakta.r0.2.batch.343.tar.xz,4325244,93,0.5
SAMEA7545358,atb.bakta.r0.2.batch.343.tar.xz,4158091,358,0.5
SAMEA7561378,atb.bakta.r0.2.batch.346.tar.xz,4286654,156,0.25
SAMEA5569906,atb.bakta.r0.2.batch.340.tar.xz,4339514,95,0.5
SAMEA7526272,atb.bakta.r0.2.batch.342.tar.xz,4347756,91,0.25
SAMEA7546745,atb.bakta.r0.2.batch.343.tar.xz,4298958,125,0.25
SAMEA1101526,atb.bakta.r0.2.batch.334.tar.xz,4312450,184,0.25
SAMN05918769,,4402992,7,0.25
SAMEA104362051,atb.bakta.r0.2.batch.350.tar.xz,4345157,107,0.5
SAMEA8718475,atb.bakta.r0.2.batch.347.tar.xz,4327460,112,0.5
SAMEA7525852,atb.bakta.r0.2.batch.342.tar.xz,4346563,103,0.125
SAMEA7563428,atb.bakta.r0.2.batch.346.tar.xz,4327307,120,0.5
SAMEA5570054,atb.bakta.r0.2.batch.340.tar.xz,4354076,84,0.25
SAMEA7524886,,4372523,104,0.5
SAMEA7526574,atb.bakta.r0.2.batch.342.tar.xz,4374779,90,0.25
SAMEA7543979,atb.bakta.r0.2.batch.343.tar.xz,4311462,136,0.25
SAMN05918662,,4396994,10,0.25
SAMEA7563269,atb.bakta.r0.2.batch.346.tar.xz,4324779,138,8.0
SAMEA7542099,atb.bakta.r0.2.batch.343.tar.xz,4367115,73,0.5
SAMN05916269,,4398307,9,0.25
SAMEA7544014,atb.bakta.r0.2.batch.642_a.tar.xz,4340917,88,0.5
SAMEA5569836,atb.bakta.r0.2.batch.340.tar.xz,4294624,137,0.5
SAMEA7563159,atb.bakta.r0.2.batch.346.tar.xz,4223015,129,0.5
SAMEA7560803,atb.bakta.r0.2.batch.346.tar.xz,4362700,99,0.5
SAMEA7545287,atb.bakta.r0.2.batch.343.tar.xz,4211934,243,0.5
SAMEA7526432,atb.bakta.r0.2.batch.342.tar.xz,4343370,119,0.06
SAMEA7546912,atb.bakta.r0.2.batch.344.tar.xz,4334169,110,0.12
SAMEA7546738,atb.bakta.r0.2.batch.343.tar.xz,4325229,112,0.12
SAMEA7545631,atb.bakta.r0.2.batch.343.tar.xz,4131637,368,0.5
SAMEA7546767,atb.bakta.r0.2.batch.343.tar.xz,4306128,121,0.5
SAMEA7526698,atb.bakta.r0.2.batch.342.tar.xz,4343718,114,0.03
SAMEA7526511,atb.bakta.r0.2.batch.342.tar.xz,4349029,117,0.06
SAMEA7562133,atb.bakta.r0.2.batch.346.tar.xz,4311756,153,1.0
SAMEA8718977,atb.bakta.r0.2.batch.347.tar.xz,4292810,118,0.25
SAMEA7524781,atb.bakta.r0.2.batch.342.tar.xz,4367977,105,0.5
SAMEA5569561,atb.bakta.r0.2.batch.340.tar.xz,4357409,71,0.5
SAMEA7525602,atb.bakta.r0.2.batch.342.tar.xz,4311089,144,0.125
SAMN05918741,,4393786,15,0.25
SAMEA7561564,atb.bakta.r0.2.batch.346.tar.xz,4291932,179,0.5
SAMEA8741947,atb.bakta.r0.2.batch.347.tar.xz,4347232,88,0.5
SAMEA8719138,atb.bakta.r0.2.batch.347.tar.xz,4357616,100,0.5
SAMEA7545343,atb.bakta.r0.2.batch.343.tar.xz,3887787,719,1.0
SAMEA7560586,atb.bakta.r0.2.batch.346.tar.xz,4337703,106,0.5
SAMEA7556056,atb.bakta.r0.2.batch.345.tar.xz,4348028,116,0.25
SAMN05918754,,4341498,43,0.25
SAMEA8742140,atb.bakta.r0.2.batch.347.tar.xz,4303742,125,0.25
SAMEA1102306,atb.bakta.r0.2.batch.334.tar.xz,4233820,151,0.5
SAMEA7544061,atb.bakta.r0.2.batch.343.tar.xz,4372926,83,1.0
SAMEA3414466,atb.bakta.r0.2.batch.338.tar.xz,4267178,255,0.25
SAMEA1102346,atb.bakta.r0.2.batch.334.tar.xz,4305062,137,0.25
SAMEA7526695,atb.bakta.r0.2.batch.642_c.tar.xz,4346211,128,0.5
SAMEA7546076,atb.bakta.r0.2.batch.343.tar.xz,4344761,97,0.5
SAMEA5569996,,4355393,88,0.5
SAMEA8742350,atb.bakta.r0.2.batch.347.tar.xz,4361037,79,0.5
SAMN05916339,,4371890,98,0.25
SAMEA7525638,atb.bakta.r0.2.batch.342.tar.xz,4230215,237,0.12
SAMEA7525943,atb.bakta.r0.2.batch.342.tar.xz,4320921,140,0.5
SAMEA8718518,atb.bakta.r0.2.batch.347.tar.xz,4325460,108,0.5
SAMEA5569550,atb.bakta.r0.2.batch.340.tar.xz,4334603,116,0.5
SAMEA7561953,atb.bakta.r0.2.batch.346.tar.xz,4295779,155,0.5
SAMEA7555852,atb.bakta.r0.2.batch.345.tar.xz,4327125,126,0.25
SAMEA7560739,atb.bakta.r0.2.batch.346.tar.xz,4348531,91,0.25
SAMEA7545696,atb.bakta.r0.2.batch.343.tar.xz,4370184,87,0.25
SAMEA1101839,atb.bakta.r0.2.batch.334.tar.xz,4295349,146,0.25
SAMEA7525448,atb.bakta.r0.2.batch.342.tar.xz,4305900,160,0.25
SAMEA7555996,atb.bakta.r0.2.batch.345.tar.xz,4357979,87,0.5
SAMEA7526349,atb.bakta.r0.2.batch.342.tar.xz,4313541,126,0.25
SAMEA7546354,atb.bakta.r0.2.batch.343.tar.xz,4012614,833,0.25
SAMEA104362461,atb.bakta.r0.2.batch.350.tar.xz,4118851,344,0.5
SAMEA7526323,atb.bakta.r0.2.batch.342.tar.xz,4347635,103,0.06
SAMEA7524723,atb.bakta.r0.2.batch.342.tar.xz,4355247,141,0.5
SAMEA7542147,atb.bakta.r0.2.batch.343.tar.xz,4332137,108,1.0
SAMEA7544685,atb.bakta.r0.2.batch.343.tar.xz,4358636,78,0.25
SAMEA7545862,atb.bakta.r0.2.batch.343.tar.xz,4328491,106,0.12
SAMEA7526573,atb.bakta.r0.2.batch.342.tar.xz,4367805,86,0.25
SAMEA7546897,atb.bakta.r0.2.batch.343.tar.xz,4347260,94,0.5
SAMEA7526114,atb.bakta.r0.2.batch.342.tar.xz,4322614,135,0.5
SAMEA7541476,atb.bakta.r0.2.batch.343.tar.xz,4339405,139,0.25
SAMEA7526472,atb.bakta.r0.2.batch.342.tar.xz,4358502,105,0.125
SAMEA7542118,atb.bakta.r0.2.batch.343.tar.xz,4352206,82,0.5
SAMEA8719223,atb.bakta.r0.2.batch.347.tar.xz,4329737,93,0.5
SAMEA7556025,atb.bakta.r0.2.batch.345.tar.xz,4334557,109,0.25
SAMN05918668,,4344755,33,0.25
SAMN05916318,,4406212,3,0.25
SAMEA7542378,atb.bakta.r0.2.batch.343.tar.xz,4344628,97,0.5
SAMEA7562149,atb.bakta.r0.2.batch.346.tar.xz,4328988,166,1.0
SAMEA104362157,atb.bakta.r0.2.batch.350.tar.xz,4195336,284,0.5
SAMEA7561820,atb.bakta.r0.2.batch.346.tar.xz,4308858,141,0.25
SAMEA7546771,atb.bakta.r0.2.batch.343.tar.xz,4329316,97,0.5
SAMEA7560851,atb.bakta.r0.2.batch.346.tar.xz,4307370,103,0.5
SAMEA7562812,atb.bakta.r0.2.batch.346.tar.xz,4339179,98,0.03
SAMEA7564242,atb.bakta.r0.2.batch.346.tar.xz,4304820,119,0.25
SAMEA7525873,atb.bakta.r0.2.batch.342.tar.xz,4347424,116,0.5
SAMEA5569597,atb.bakta.r0.2.batch.340.tar.xz,4356758,118,0.5
